"NA."	"NA..1"	"NA..2"	"NA..3"	"NA..4"	"NA..5"	"Max.capacity..154230"	"Max.capacity..296250"	"NA..6"
"1"	"Test Number"	"Target Lat"	"Target Long"	"Trajectory Angle"	"Bearing Angle"	"Distance"	"Fuel Required (lbs)"	"Oxidizer Required (lbs)"	"Mission Success"
"605"	"604"	"41.12"	"121.1"	"88.6233816277"	"301.693706227"	"458.872790778"	"4718.13003478"	"9062.73761787"	"0"
"606"	"605"	"0.53"	"25.19"	"57.3570786562"	"277.118005063"	"10880.9737813"	"111878.172419"	"214899.23218"	"0"
"607"	"606"	"15.47"	"-88.03"	"50.9691366958"	"36.9863901473"	"13010.2877681"	"133771.778831"	"256953.18342"	"0"
"608"	"607"	"32.95"	"117.33"	"86.9512858908"	"230.778805704"	"1016.23803639"	"10448.9594902"	"20070.7012187"	"0"
"609"	"608"	"52.33"	"104.24"	"83.3532802012"	"318.86313887"	"2215.57326625"	"22780.5243236"	"43757.5720085"	"0"
"610"	"609"	"44.3"	"86.03"	"80.0456627822"	"293.164790796"	"3318.11240592"	"34116.8317577"	"65532.7200169"	"0"
"611"	"610"	"10.33"	"-67.47"	"46.9301024228"	"16.8712901621"	"14356.6325257"	"147614.89563"	"283543.492383"	"0"
"612"	"611"	"7.88"	"-72.51"	"46.5990723588"	"23.9565505127"	"14466.9758804"	"148749.446002"	"285722.773638"	"0"
"613"	"612"	"21.79"	"72.13"	"73.791552762"	"265.524552584"	"5402.81574601"	"55551.7515005"	"106705.610984"	"0"
"614"	"613"	"31.26"	"32.29"	"65.5343406666"	"297.047364459"	"8155.2197778"	"83851.9697554"	"161065.590612"	"0"
"615"	"614"	"39.77"	"-104.87"	"60.4419448159"	"36.4689179062"	"9852.68506136"	"101305.307801"	"194590.529962"	"0"
"616"	"615"	"44.42"	"8.93"	"63.640619876"	"319.517387287"	"8786.46004134"	"90342.3821451"	"173532.585816"	"0"
"617"	"616"	"22.58"	"113.08"	"83.4303698577"	"216.979376664"	"2189.8767141"	"22516.3123744"	"43250.0651035"	"0"
"618"	"617"	"51.51"	"7.48"	"65.0838431465"	"325.372257193"	"8305.38561783"	"85395.9749226"	"164031.365952"	"0"
"619"	"618"	"53.36"	"83.75"	"79.3895151645"	"310.727648264"	"3536.8282785"	"36365.6683595"	"69852.3585003"	"0"
"620"	"619"	"38.91"	"-77.02"	"56.875881427"	"17.7778070389"	"11041.3728577"	"113527.395722"	"218067.113939"	"0"
"621"	"620"	"19.19"	"-96.14"	"53.3692467524"	"42.0996587459"	"12210.2510825"	"125545.801631"	"241152.45888"	"0"
"622"	"621"	"-21.17"	"-47.8"	"36.1951434224"	"340.973773578"	"17934.9521925"	"184407.178444"	"354215.305803"	"1"
"623"	"622"	"43.13"	"131.9"	"87.9419035788"	"46.557013637"	"686.032140396"	"7053.78246755"	"13549.1347728"	"0"
"624"	"623"	"-38"	"-57.58"	"30.8937881252"	"69.2954252481"	"19702.0706249"	"202576.690166"	"389115.894843"	"1"
"625"	"624"	"42.34"	"-71.02"	"57.5747863333"	"12.4224472167"	"10808.4045556"	"111132.01564"	"213465.989972"	"0"
"626"	"625"	"39.79"	"30.52"	"66.7830579247"	"305.274747439"	"7738.98069177"	"79572.1994727"	"152844.868662"	"0"
"627"	"626"	"18.01"	"79.58"	"74.9628501632"	"255.722160628"	"5012.38327894"	"51537.3248741"	"98994.5697591"	"0"
"628"	"627"	"29.5"	"60.83"	"72.1952129492"	"280.784187728"	"5934.92901692"	"61022.940152"	"117214.848084"	"0"
"629"	"628"	"51.47"	"7"	"65.0039100755"	"325.561933002"	"8332.02997482"	"85669.9322011"	"164557.592003"	"0"
"630"	"629"	"51.24"	"6.79"	"64.9186209402"	"325.490758962"	"8360.45968659"	"85962.2464975"	"165119.07881"	"0"
"631"	"630"	"34.85"	"114.35"	"86.6546904335"	"248.824958268"	"1115.10318884"	"11465.4909877"	"22023.2879797"	"0"
"632"	"631"	"17.99"	"-76.8"	"50.2420582106"	"24.7075529617"	"13252.6472631"	"136263.719159"	"261739.783447"	"0"
"633"	"632"	"55.87"	"-4.27"	"64.6318101149"	"333.725958337"	"8456.06329504"	"86945.2427996"	"167007.250077"	"0"
"634"	"633"	"35.7"	"139.99"	"86.0715506317"	"102.055595148"	"1309.48312275"	"13464.1054681"	"25862.2916743"	"0"
"635"	"634"	"3.07"	"101.56"	"75.9317947698"	"217.571615943"	"4689.40174341"	"48216.4287258"	"92615.6844324"	"0"
"636"	"635"	"21.92"	"110.87"	"82.883122517"	"220.945377059"	"2372.29249432"	"24391.9114266"	"46852.7767628"	"0"
"637"	"636"	"35.66"	"139.33"	"86.2336088519"	"103.207316336"	"1255.46371603"	"12908.6779282"	"24795.4083916"	"0"
"638"	"637"	"33.9"	"-5.56"	"58.5554478853"	"321.312260569"	"10481.5173716"	"107770.961614"	"207009.968088"	"0"
"639"	"638"	"39.91"	"127.54"	"89.4585818278"	"57.1611850846"	"180.472724052"	"1855.6205487"	"3564.33630002"	"0"
"640"	"639"	"14.53"	"-90.59"	"51.1099805448"	"39.9120094778"	"12963.3398184"	"133289.060013"	"256025.961413"	"0"
"641"	"640"	"32.08"	"72.67"	"75.6107234629"	"277.73083155"	"4796.42551236"	"49316.8471181"	"94729.4038691"	"0"
"642"	"641"	"36.21"	"-115.22"	"61.2806041227"	"45.0087462559"	"9573.13195911"	"98430.9428035"	"189069.356192"	"0"
"643"	"642"	"37.3"	"49.63"	"70.649344965"	"294.414115433"	"6450.218345"	"66321.1450233"	"127391.812314"	"0"
"644"	"643"	"38.32"	"116.87"	"87.6728388263"	"266.845569645"	"775.720391241"	"7975.95706274"	"15320.477727"	"0"
"645"	"644"	"39"	"117.67"	"87.9034420578"	"272.156267607"	"698.852647407"	"7185.60292064"	"13802.3397863"	"0"
"646"	"645"	"60.17"	"24.94"	"69.4139194223"	"326.300019607"	"6862.02685924"	"70555.3601667"	"135525.03047"	"0"
"647"	"646"	"36.72"	"-4.42"	"59.4983667511"	"322.223189394"	"10167.211083"	"104539.264355"	"200802.418889"	"0"
"648"	"647"	"43.06"	"-87.97"	"59.1772408685"	"23.959315166"	"10274.2530438"	"105639.869797"	"202916.497616"	"0"
"649"	"648"	"36.17"	"-86.78"	"56.968363192"	"26.0837104754"	"11010.5456027"	"113210.429887"	"217458.275653"	"0"
"650"	"649"	"7.48"	"4.56"	"53.8134843979"	"296.598885714"	"12062.1718674"	"124023.25114"	"238227.894381"	"0"
"651"	"650"	"29.03"	"111.68"	"84.8818193977"	"233.517055698"	"1706.06020076"	"17541.7109842"	"33694.6889649"	"0"
"652"	"651"	"21.26"	"40.38"	"65.5346306979"	"284.159781836"	"8155.1231007"	"83850.9757214"	"161063.681239"	"0"
"653"	"652"	"-7.57"	"110.82"	"73.7769356123"	"199.911879601"	"5407.68812923"	"55601.8493448"	"106801.840552"	"0"
"654"	"653"	"52.4"	"16.9"	"66.7273603971"	"322.022103113"	"7757.5465343"	"79763.0934656"	"153211.544052"	"0"
"655"	"654"	"10.13"	"-64.72"	"46.6781808438"	"13.4936329035"	"14440.6063854"	"148478.314855"	"285201.976112"	"0"
"656"	"655"	"-29.15"	"26.23"	"51.7107418915"	"251.558089223"	"12763.0860362"	"131230.050624"	"252070.949214"	"0"
"657"	"656"	"19.57"	"-99.26"	"54.0279997501"	"44.4401381444"	"11990.66675"	"123288.035523"	"236815.668312"	"0"
"658"	"657"	"4.36"	"18.56"	"56.4959565779"	"284.413301295"	"11168.014474"	"114829.524822"	"220568.285862"	"0"
"659"	"658"	"26.08"	"-98.28"	"55.6491303213"	"39.848803554"	"11450.2898929"	"117731.880679"	"226143.225385"	"0"
"660"	"659"	"22.33"	"114.25"	"83.5330694657"	"213.790990742"	"2155.64351142"	"22164.3265844"	"42573.9593505"	"0"
"661"	"660"	"-15.61"	"-56.09"	"37.7904855468"	"4.47924162457"	"17403.1714844"	"178939.409203"	"343712.636817"	"1"
"662"	"661"	"26.73"	"88.42"	"78.857037587"	"259.752467431"	"3714.32080433"	"38190.6465101"	"73357.8358855"	"0"
"663"	"662"	"35.47"	"-97.51"	"58.1582690609"	"34.1107052496"	"10613.910313"	"109132.225839"	"209624.728682"	"0"
"664"	"663"	"38.22"	"-85.74"	"57.4751636324"	"24.4604304633"	"10841.6121225"	"111473.455844"	"214121.83942"	"0"
"665"	"664"	"46.83"	"130.35"	"87.1724043084"	"21.7934612229"	"942.531897212"	"9691.11296713"	"18615.0049699"	"0"
"666"	"665"	"33.58"	"119.03"	"87.4332230106"	"226.838535118"	"855.592329783"	"8797.20033483"	"16897.9485132"	"0"
"667"	"666"	"-27.97"	"26.73"	"52.0469634294"	"252.385880327"	"12651.0121902"	"130077.707339"	"249857.490756"	"0"
"668"	"667"	"16.7"	"74.22"	"73.3429969524"	"258.539712308"	"5552.33434921"	"57089.1017786"	"109658.603397"	"0"
"669"	"668"	"19.23"	"73.15"	"73.5707925762"	"262.007269224"	"5476.40247461"	"56308.3702439"	"108158.948874"	"0"
"670"	"669"	"22.44"	"88.44"	"78.0659220849"	"253.449717652"	"3978.0259717"	"40902.0630411"	"78566.0129412"	"0"
"671"	"670"	"53.08"	"8.81"	"65.6435835633"	"325.952630064"	"8118.80547891"	"83477.5579341"	"160346.408208"	"0"
"672"	"671"	"13.69"	"-89.19"	"50.6381410121"	"39.0786891491"	"13120.6196626"	"134906.211371"	"259132.238337"	"0"
"673"	"672"	"31.73"	"118.48"	"86.8601523886"	"221.240969698"	"1046.61587045"	"10761.30438"	"20670.6634415"	"0"
"674"	"673"	"-25.99"	"28.22"	"52.7813383572"	"253.377336646"	"12406.2205476"	"127560.75967"	"245022.855815"	"0"
"675"	"674"	"25.02"	"121.44"	"85.1667012394"	"195.840295805"	"1611.09958687"	"16565.3259522"	"31819.2168407"	"0"
"676"	"675"	"19.29"	"-99.67"	"54.0265644204"	"44.9416095267"	"11991.1451932"	"123292.954876"	"236825.117566"	"0"
"677"	"676"	"45.54"	"-122.66"	"64.7975648452"	"42.2681892322"	"8400.81171826"	"86377.1460872"	"165916.031436"	"0"
"678"	"677"	"-28.07"	"153.44"	"66.0115519399"	"154.458006888"	"7996.14935336"	"82216.4076513"	"157923.949729"	"0"
"679"	"678"	"5.97"	"116.07"	"78.5868821811"	"197.324937956"	"3804.37260631"	"39116.5591381"	"75136.3589746"	"0"
"680"	"679"	"54.7"	"25.27"	"68.5230213442"	"320.939643788"	"7158.99288525"	"73608.7648462"	"141390.109484"	"0"
"681"	"680"	"30.42"	"-9.61"	"56.9504600678"	"322.15931428"	"11016.5133107"	"113271.789861"	"217576.137887"	"0"
"682"	"681"	"26.45"	"74.64"	"75.2588081017"	"269.339019069"	"4913.73063278"	"50522.9783662"	"97046.1799973"	"0"
"683"	"682"	"51.78"	"55.1"	"73.6021813363"	"309.494504441"	"5465.93955457"	"56200.7905001"	"107952.306203"	"0"
"684"	"683"	"29.58"	"105.05"	"83.5005413642"	"247.244960088"	"2166.48621193"	"22275.811231"	"42788.1026855"	"0"
"685"	"684"	"-24.79"	"-65.41"	"35.6550231743"	"36.7722697227"	"18114.9922752"	"186258.350574"	"357771.097436"	"1"
"686"	"685"	"16.31"	"80.44"	"74.8247287535"	"253.129598716"	"5058.42374882"	"52010.7129853"	"99903.8690392"	"0"
"687"	"686"	"53.75"	"87.1"	"80.0140469703"	"312.246176303"	"3328.65100989"	"34225.1896836"	"65740.8574452"	"0"
"688"	"687"	"32.4"	"119.43"	"87.199544758"	"219.630810354"	"933.485080658"	"9598.09359933"	"18436.330343"	"0"
"689"	"688"	"23.5"	"87.31"	"77.9891057617"	"255.952766951"	"4003.63141275"	"41165.3381859"	"79071.7204019"	"0"
"690"	"689"	"30.32"	"112.23"	"85.2923912114"	"235.936423038"	"1569.20292952"	"16134.5445214"	"30991.7578581"	"0"
"691"	"690"	"-25.3"	"-57.63"	"34.6372374385"	"12.7414617366"	"18454.2541872"	"189746.641552"	"364471.520196"	"1"
"692"	"691"	"-16.82"	"-49.24"	"37.5096456981"	"347.492610544"	"17496.7847673"	"179901.940978"	"345561.499154"	"1"
"693"	"692"	"-19.76"	"-44.08"	"37.0205731365"	"332.654489349"	"17659.8089545"	"181578.15567"	"348781.226852"	"1"
"694"	"693"	"3.1"	"101.62"	"75.9500794075"	"217.514183892"	"4683.30686417"	"48153.7611774"	"92495.3105673"	"0"
"695"	"694"	"16.86"	"74.57"	"73.4642372666"	"258.439962058"	"5511.92091114"	"56673.5708083"	"108860.437995"	"0"
"696"	"695"	"30.34"	"78.05"	"76.7507253104"	"272.379499708"	"4416.42489652"	"45409.680786"	"87224.3917062"	"0"
"697"	"696"	"9.75"	"-63.17"	"46.4660057137"	"11.6099472278"	"14511.3314288"	"149205.509751"	"286598.795718"	"0"
"698"	"697"	"25.55"	"-103.43"	"56.3964905399"	"44.031206556"	"11201.16982"	"115170.42809"	"221223.103946"	"0"
"699"	"698"	"35.25"	"113.22"	"86.4369027273"	"253.099636081"	"1187.69909092"	"12211.9220528"	"23457.0570456"	"0"
"700"	"699"	"22.28"	"113.57"	"83.4184039502"	"215.372156386"	"2193.86534994"	"22557.3235281"	"43328.8406613"	"0"
"701"	"700"	"19.17"	"77.29"	"74.6166779718"	"258.845989218"	"5127.77400941"	"52723.7723647"	"101273.536686"	"0"
"702"	"701"	"29.98"	"32.54"	"65.3408207408"	"295.837214972"	"8219.72641974"	"84515.2270477"	"162339.59679"	"0"
"703"	"702"	"57.15"	"65.53"	"75.8530225337"	"315.719032122"	"4715.65915543"	"48486.4074361"	"93134.2683196"	"0"
"704"	"703"	"35.12"	"-106.62"	"59.4920772498"	"40.3989446826"	"10169.3075834"	"104560.820573"	"200843.824772"	"0"
"705"	"704"	"8.45"	"124.67"	"79.7893080596"	"182.122006625"	"3403.56398012"	"34995.4448436"	"67220.3886073"	"0"
"706"	"705"	"-2.52"	"32.89"	"58.7039761985"	"269.849769662"	"10432.0079338"	"107261.905576"	"206032.156693"	"0"
"707"	"706"	"10.52"	"-66.83"	"46.9449275999"	"16.0261181784"	"14351.6908"	"147564.084806"	"283445.8933"	"0"
"708"	"707"	"10.92"	"-74.77"	"47.801252764"	"25.367121879"	"14066.2490787"	"144629.173027"	"277808.419304"	"0"
"709"	"708"	"37.74"	"127.04"	"89.4517107946"	"142.059442492"	"182.76306845"	"1879.16986981"	"3609.5706019"	"0"
"710"	"709"	"29.38"	"113.1"	"85.2558044269"	"231.030417254"	"1581.39852435"	"16259.9396274"	"31232.6208559"	"0"
"711"	"710"	"-12.25"	"-38.97"	"39.9689655397"	"329.045277603"	"16677.0114868"	"171473.032107"	"329370.976864"	"1"
"712"	"711"	"13.6"	"44.04"	"64.9412500381"	"275.610149396"	"8352.91665398"	"85884.6890362"	"164970.103916"	"0"
"713"	"712"	"32.2"	"-110.89"	"59.4876214205"	"44.9993178864"	"10170.7928598"	"104576.092185"	"200873.158982"	"0"
"714"	"713"	"55.69"	"52.32"	"73.3776538204"	"315.002508569"	"5540.78205986"	"56970.3211395"	"109430.445682"	"0"
"715"	"714"	"30.3"	"57.08"	"71.3745000375"	"283.569764347"	"6208.49998748"	"63835.7968713"	"122617.874753"	"0"
"716"	"715"	"33.84"	"132.77"	"87.4423706339"	"130.575399031"	"852.543122038"	"8765.84838079"	"16837.7266602"	"0"
"717"	"716"	"9.3"	"13.39"	"56.3249351875"	"291.64356378"	"11225.0216042"	"115415.672134"	"221694.176682"	"0"
"718"	"717"	"20.64"	"-103.32"	"55.0686956034"	"46.9809463029"	"11643.7681322"	"119721.223935"	"229964.420611"	"0"
"719"	"718"	"16.75"	"-93.12"	"52.1662047027"	"40.9221177311"	"12611.2650991"	"129669.027749"	"249072.485707"	"0"
"720"	"719"	"22.47"	"70.07"	"73.3829626458"	"267.656171049"	"5539.0124514"	"56952.1260253"	"109395.495915"	"0"
"721"	"720"	"32.71"	"74.85"	"76.256888146"	"277.460476058"	"4581.03728465"	"47102.2253608"	"90475.4863719"	"0"
"722"	"721"	"17.34"	"76.82"	"74.131335688"	"257.205777429"	"5289.55477066"	"54387.2021519"	"104468.70672"	"0"
"723"	"722"	"-6.76"	"-79.84"	"43.1893166849"	"42.2337255856"	"15603.561105"	"160435.815282"	"308170.331824"	"1"
"724"	"723"	"52.4"	"9.73"	"65.6227787106"	"325.036016584"	"8125.74042981"	"83548.8630993"	"160483.373489"	"0"
"725"	"724"	"7.13"	"-73.13"	"46.4290545193"	"25.0392100738"	"14523.6484936"	"149332.153811"	"286842.057748"	"0"
"726"	"725"	"29.39"	"71.67"	"74.9590252651"	"274.800580039"	"5013.65824497"	"51550.4340748"	"99019.7503382"	"0"
"727"	"726"	"57.72"	"12.01"	"67.1285892804"	"328.321500184"	"7623.8035732"	"78387.9483396"	"150570.120571"	"0"
"728"	"727"	"22.41"	"113.98"	"83.5173005672"	"214.567013416"	"2160.89981092"	"22218.3718559"	"42677.7712656"	"0"
"729"	"728"	"22.89"	"88.42"	"78.1493637998"	"254.092323083"	"3950.21206672"	"40616.0804701"	"78016.6883178"	"0"
"730"	"729"	"54.62"	"39.74"	"70.9888245952"	"316.465988966"	"6337.05846826"	"65157.6351707"	"125156.904748"	"0"
"731"	"730"	"14.21"	"121.15"	"81.6057301538"	"190.563312999"	"2798.08994872"	"28769.9608527"	"55262.2764872"	"0"
"732"	"731"	"35.27"	"128.62"	"88.5299577628"	"148.010005074"	"490.014079061"	"5038.3247609"	"9677.77806145"	"0"
"733"	"732"	"-10.91"	"-37.07"	"40.6357519123"	"326.862017749"	"16454.7493626"	"169187.732946"	"324981.29991"	"1"
"734"	"733"	"27.7"	"106.92"	"83.5511298396"	"239.744074982"	"2149.62338679"	"22102.427663"	"42455.0618892"	"0"
"735"	"734"	"52.62"	"39.62"	"70.7050006123"	"314.316146199"	"6431.66646255"	"66130.394568"	"127025.412635"	"0"
"736"	"735"	"51.05"	"13.74"	"65.9373554377"	"322.243675136"	"8020.88152075"	"82470.7037964"	"158412.410035"	"0"
"737"	"736"	"29.97"	"77.54"	"76.5642695306"	"272.165365183"	"4478.57682313"	"46048.7268955"	"88451.8922569"	"0"
"738"	"737"	"35.15"	"36.73"	"67.290880388"	"298.204783318"	"7569.70653732"	"77831.7226167"	"149501.704112"	"0"
"739"	"738"	"12.06"	"24.89"	"59.7546857659"	"286.169678866"	"10081.7714114"	"103660.773652"	"199114.985375"	"0"
"740"	"739"	"25.75"	"-100.3"	"55.8995373768"	"41.5775720736"	"11366.8208744"	"116873.65223"	"224494.712269"	"0"
"741"	"740"	"34.67"	"135.59"	"87.0009419907"	"116.060275269"	"999.686003095"	"10278.7714838"	"19743.7985611"	"0"
"742"	"741"	"32.48"	"44.43"	"68.6215016658"	"292.003486947"	"7126.16611141"	"73271.2399575"	"140741.7807"	"0"
"743"	"742"	"51.35"	"12.4"	"65.792717529"	"323.061255411"	"8069.094157"	"82966.4261223"	"159364.609601"	"0"
"744"	"743"	"34.02"	"113.82"	"86.3911252338"	"246.027659733"	"1202.95825539"	"12368.8167819"	"23758.425544"	"0"
"745"	"744"	"31.35"	"118.37"	"86.7396796274"	"220.335464167"	"1086.77345754"	"11174.2046904"	"21463.7757864"	"0"
"746"	"745"	"-5.85"	"13.05"	"52.8871153295"	"280.058913998"	"12370.9615568"	"127198.226727"	"244326.490747"	"0"
"747"	"746"	"-5.89"	"22.4"	"55.2822900941"	"273.848597937"	"11572.5699686"	"118989.164417"	"228558.25688"	"0"
"748"	"747"	"46.97"	"32"	"68.3817175018"	"311.193078477"	"7206.09416605"	"74093.0602153"	"142320.35978"	"0"
"749"	"748"	"33.76"	"-84.42"	"55.9703512125"	"25.2982302608"	"11343.2162625"	"116630.949611"	"224028.521184"	"0"
"750"	"749"	"-23.3"	"-51.18"	"35.277533942"	"349.733849103"	"18240.8220193"	"187552.132003"	"360256.234882"	"1"
"751"	"750"	"28.39"	"36.57"	"65.9842841926"	"292.339163341"	"8005.23860248"	"82309.8633107"	"158103.462399"	"0"
"752"	"751"	"19.65"	"-99.25"	"54.0479831301"	"44.383576183"	"11984.0056233"	"123219.545819"	"236684.11106"	"0"
"753"	"752"	"49.45"	"11.05"	"65.1539240247"	"322.199296727"	"8282.02532511"	"85155.7843928"	"163570.000171"	"0"
"754"	"753"	"-31.6"	"-60.69"	"32.9940073858"	"37.1887974814"	"19001.9975381"	"195378.538686"	"375289.451377"	"1"
"755"	"754"	"-26.32"	"-48.84"	"34.4591062954"	"338.831233785"	"18513.6312349"	"190357.156357"	"365644.216888"	"1"
